requests,latency_ms,errors
00096,162.17563850068103,0
00097,227.89419563151532,0
00098,194.66876371910922,0
00099,190.8293784301862,0
00100,196.27757828317172,0
00101,201.26112754485823,0
00102,211.96112031444184,0
00103,173.71613244837005,0
00104,184.8316335361185,0
00105,195.53194744448743,0
00106,208.79763883556848,0
00107,167.7085228896141,0
00108,216.4024759853836,0
00109,230.25703070226598,0
00110,200.3057587728671,0
00111,190.12503185744964,0
00112,179.31598359005403,1
00113,181.55672723084373,0
00114,213.53997038818557,0
00115,218.94583574370063,0
00116,183.75978416477756,0
00117,217.2309918525347,0
00118,163.81409715915086,0
00119,209.21347267812618,0
00120,200.72415033271216,0
00121,219.03485585636983,0
00122,216.78996294499132,0
00123,175.6133343160859,0
00124,168.94032261403572,0
00125,189.0102006258448,0
00126,213.46393408861226,0
00127,168.5022008397946,0
00128,207.16118298671094,0
00129,167.59016669817316,0
00130,225.11368429969193,0
00131,202.92853803620318,0
00132,181.30804569494327,0
00133,193.40415200402836,0
00134,196.97939383761403,0
00135,223.84090929047392,0
00136,195.66445142503272,0
00137,251.83919829126978,0
00138,210.99464326453293,0
00139,209.57328425371028,0
00140,196.21519588784744,0
00141,213.79726886626824,0
00142,191.936035595459,0
00143,213.64867171008999,0
00144,239.9491273278453,0
00145,146.3185992983246,0
00146,210.33739429444537,0
00147,193.27006820891648,0
00148,181.96778620612622,0
00149,205.1456590452888,0
00150,196.82418593924956,0
00151,164.34145301057885,0
00152,193.21537373608166,0
00153,215.63513545465725,0
00154,186.62943210368894,0
00155,189.43280773202525,0
00156,202.29903697276663,0
00157,193.94643516453246,0
00158,212.22661201266988,0
00159,197.61479401499025,0
00160,219.73443171367518,0
00161,179.13944013456677,0
00162,203.1764244086985,0
00163,182.51674121577588,0
00164,207.35595387342426,0
00165,228.44744032031932,0
00166,199.23926425927723,0
00167,222.26103807215398,0
00168,216.23369116153125,0
00169,191.65767107246003,0
00170,192.034364369295,0
00171,193.6819515771192,0
00172,197.5064834501293,0
00173,177.5824882640476,0
00174,201.2766676687198,0
00175,197.882369567059,0
00176,214.22862159393617,0
00177,214.01841675163038,0
00178,147.4248381546764,0
00179,234.32099180807975,0
00180,173.62147324480216,0
00181,162.19147201168775,0
00182,180.4529125065277,0
00183,186.7430931541689,0
00184,211.91457115576637,0
00185,214.26747097884933,0
00186,179.69787693915333,0
00187,225.74989744490478,0
00188,215.79499314095946,0
00189,208.0648993216086,0
00190,216.77591155220196,0
00191,226.74519974166094,0
00192,227.4943242311872,0
00193,162.10108584685935,0
00194,189.92004308541908,0
00195,197.2436344230043,0
00196,179.06904395005813,0
00197,169.84878000409992,0
00198,202.42517162238238,0
00199,224.8048313522922,0
00200,210.38296954352663,0
00201,180.36133934107684,0
00202,193.64075965228903,0
00203,195.26186618526532,0
00204,262.78868396011717,0
00205,201.55659127318097,0
00206,190.62216564102044,0
00207,238.3572341701423,0
00208,186.16774834750646,0
00209,184.01666313640587,0
00210,201.42163225865076,0
00211,192.69317715012454,0
00212,200.58713058210458,0
00213,201.29354915601598,0
00214,211.58788348759649,0
00215,207.03535054683883,0
00216,196.16135191279704,0
00217,237.33444480467236,0
00218,235.96622610648132,0
00219,247.27360195674498,0
00220,199.3284990140555,0
00221,205.22568708268756,0
00222,202.83955014248644,0
00223,211.2844074054857,0
00224,185.95517996607947,0
00225,203.35389980978394,0
00226,220.0682642608656,0
00227,229.64461959725014,0
00228,236.85763981506219,0
00229,216.75483341222963,0
00230,209.48645402237793,0
00231,189.24430941282424,0
00232,203.7430164889266,0
00233,223.89602640507783,0
00234,160.3433093901073,1
00235,202.79209970145038,0
00236,197.9370984910577,0
00237,219.53136977509817,0
00238,169.76051251317529,0
00239,214.76721293384244,0
00240,178.80320332045318,0
00241,217.70490702275777,0
00242,174.63444883674066,0
00243,180.30603957672224,0
00244,205.68191493460677,0
00245,204.7855318751238,0
00246,167.48503400793658,0
00247,187.12017650920015,0
00248,188.93604604715932,0
00249,185.02724582067478,0
00250,223.30993143165324,0
00251,215.1376563661354,0
00252,209.94593360613024,0
00253,213.51592359910728,0
00254,162.2153890103368,0
00255,213.6094120932615,0
00256,222.7686559787611,0
00257,179.27640864704858,0
00258,191.30938691747733,0
00259,241.25925449038715,0
00260,214.80844222632376,0
00261,217.4650091850585,0
00262,199.72423282258336,0
00263,232.67527697704463,0
00264,227.2024368028961,0
00265,204.26758997972038,0
00266,179.07399634832163,0
00267,192.4654642139258,0
00268,165.89005211603197,0
00269,182.59969951359528,0
00270,222.71101550174927,0
00271,187.39270229506113,0
00272,199.500960277542,0
00273,172.24293543871548,0
00274,200.0543311075984,0
00275,188.78147563827733,1
00276,192.93182150492774,0
00277,173.24941119333954,0
00278,203.28501459824167,0
00279,205.93651692890694,0
00280,203.7766051108464,0
00281,196.224070307009,0
00282,193.7152283708609,0
00283,209.34593449875402,0
00284,218.44824033630198,0
00285,210.42259561823087,0
00286,216.35876462659664,0
00287,217.06849039653088,0
00288,197.81137874535278,0
00289,174.94161113097832,0
00290,204.7170590638971,0
00291,183.77613019331585,0
00292,228.5625551494218,0
00293,240.50037744152462,0
00294,200.35924740986803,0
00295,193.1022050253214,0
00296,187.56241409093397,0
00297,224.72929595468642,0
00298,215.1961297494022,0
00299,179.61581231495722,0
00300,207.59626270325978,0
00301,176.13377019738476,0
00302,219.22445826602683,0
00303,207.40458260452286,0
00304,202.435318068441,0
00305,177.6968729329704,0
00306,204.71803311480022,0
00307,221.1433879350504,0
00308,181.0791332419027,0
00309,175.83959056389756,0
00310,211.40663730453252,0
00311,190.82576788559456,0
00312,225.25508726943931,0
00313,170.37313721635974,0
00314,233.81806630177493,0
00315,175.34145900206028,0
00316,191.39763030630974,0
00317,183.61454920199176,0
00318,198.15069603667772,0
00319,183.84151310864752,0
00320,203.3318020727957,0
00321,234.22641618608668,0
00322,177.47389521431512,0
00323,182.6204291018044,0
00324,203.92207751832836,0
00325,197.8294309959561,0
00326,211.30840392610662,0
00327,197.21011079569737,0
00328,222.15540617024175,0
00329,245.08059975921992,0
00330,185.72854890441442,0
00331,202.60643275325495,0
00332,205.5024331253689,0
00333,193.85076933712088,0
00334,195.3981379870275,0
00335,195.11593322265526,0
00336,218.4711730051389,0
00337,191.60562897394556,0
00338,170.08422842937875,0
00339,250.62262210874633,0
00340,205.68535776641878,0
00341,170.07216070458483,0
00342,224.7293063851224,0
00343,217.89081619957062,0
00344,211.62329110184655,0
00345,201.467583239512,0
00346,216.8579083502077,0
00347,198.2066572965311,0
00348,192.31323696958106,0
00349,196.09314530878967,0
00350,225.94597551906125,0
00351,233.6428249235447,0
00352,204.17700617946883,0
00353,228.88608724471865,1
00354,204.5554098220679,0
00355,205.1178568386489,0
00356,203.9405942210201,0
00357,189.12307696115602,0
00358,216.28094526013942,0
00359,213.78534788475176,0
00360,205.2478220018455,0
00361,201.85913119406783,0
00362,223.5064833864139,0
00363,195.708921183427,0
00364,191.79003308603936,0
00365,197.87910812395032,0
00366,192.83169491054218,0
00367,181.71536551092106,0
00368,207.84847998782942,0
00369,201.5732946586843,0
00370,207.0394983143114,0
00371,190.83828443382976,0
00372,167.79989004081614,0
00373,234.31219517878688,0
00374,232.0678519178228,0
00375,218.9149217409969,0
00376,178.44354365979274,0
00377,197.3041987986893,0
00378,185.96822031768139,0
00379,210.76393771543587,0
00380,184.8399646109215,0
00381,207.2759670827187,0
00382,160.78274301089692,0
00383,197.53041864726865,0
00384,189.28622281978218,0
00385,209.55569220483562,0
00386,185.0531676757343,0
00387,210.94762585628956,0
00388,206.62263948803724,0
00389,226.55082034891706,0
00390,199.43714336160755,0
00391,196.53652965557393,0
00392,175.29023463629122,0
00393,174.99888707614036,0
00394,165.1037199187206,0
00395,183.29037560461558,0
00396,199.94795466095295,0
00397,189.58348131769972,0
00398,184.08130666774895,0
00399,197.17977781148866,0
00400,205.26439927994898,0
00401,201.62031334153647,0
00402,195.62975380234832,0
00403,212.83998344054325,0
00404,194.81919845871,0
00405,215.68162497672694,0
00406,196.46996644970122,0
00407,163.8217335471857,0
00408,183.1871494418296,0
00409,199.99320456680778,0
00410,175.56648482274267,0
00411,225.6938614587449,1
00412,219.42870117215514,1
00413,238.45571208696583,0
00414,198.76980597325536,0
00415,192.31227825989066,0
00416,252.446586307614,0
00417,206.4131924255495,0
00418,154.17504037816173,0
00419,236.75218689669026,0
00420,192.62099790691465,1
00421,146.3644552893531,1
00422,167.89613914393107,0
00423,207.59667238025554,0
00424,201.04475348168776,0
00425,167.29717747912247,0
00426,157.55987192408452,0
00427,216.6321787844929,0
00428,207.62832016612617,0
00429,206.57750461908788,0
00430,213.84208941522056,0
00431,201.41410104669276,0
00432,222.91855972639206,0
00433,167.88788864099703,0
00434,191.06973101382033,0
00435,211.50162254954836,0
00436,178.82429352063818,0
00437,204.57857483631264,0
00438,219.2627153322742,0
00439,165.06840361184567,0
00440,204.08435172845014,0
00441,216.19979562262102,0
00442,217.79468150086464,0
00443,199.4508311666876,0
00444,190.958395287972,0
00445,195.17876258074813,0
00446,206.36704989341868,0
00447,165.22695476898684,0
00448,195.38846529052444,0
00449,200.67844688737512,0
00450,224.7640502641807,0
00451,202.7989781094953,0
00452,197.890946320049,0
00453,210.6106210682953,0
00454,191.61514385315726,0
00455,191.94169195600915,0
00456,187.7101164048686,0
00457,232.8915235425473,0
00458,196.10385514564885,0
00459,205.945247016341,0
00460,200.30577886407286,0
00461,193.74115523813524,0
00462,239.55316850164547,0
00463,223.36068065019393,0
00464,205.27640823223544,0
00465,224.56944036270605,0
00466,226.71889740730305,0
00467,186.75407166768147,0
00468,203.51896785174344,0
00469,202.71490625882993,0
00470,206.1703197580241,0
00471,224.45926082872452,0
00472,190.4031245484985,0
00473,224.48469205381286,0
00474,203.34073858994353,0
00475,175.15123258014972,0
00476,231.7824346866351,0
00477,193.03713687038444,0
00478,225.839432620659,0
00479,177.6202199317601,0
00480,224.35693031678528,0
00481,165.440489930218,0
00482,173.9152191791915,0
00483,211.9193001341398,0
00484,187.2682025147223,0
00485,211.45423271447555,0
00486,168.8901591340534,0
00487,210.33096747275908,0
00488,185.69387410014437,0
00489,216.59420884625132,0
00490,236.32369680332738,0
00491,207.63710763003758,0
00492,174.73943516518597,0
00493,199.22743906159232,0
00494,198.67633074252248,0
00495,160.94852431034172,0
00496,198.5350421624986,0
00497,183.3535957216362,0
00498,247.97847765179472,0
00499,200.1908795843446,0
00500,198.92886232432116,0
00501,198.27888841216878,0
00502,197.4117607066317,0
00503,208.93032533343236,0
00504,189.71177974575716,0
00505,171.69933683398395,0
00506,209.68925639068638,0
00507,184.24326786113545,1
00508,252.40429461661788,0
00509,176.7339394550852,0
00510,210.6248053896475,0
00511,242.46749619894246,0
00512,180.89731557314659,0
00513,176.28703186632598,0
00514,191.8848552685473,0
00515,185.06743883157492,0
00516,212.68113075449983,0
00517,175.28453966241264,0
00518,202.85552004177916,0
00519,226.56521502570104,0
00520,182.3158377497885,0
00521,157.50808727746377,0
00522,204.34602073440894,0
00523,186.61723856736705,0
00524,193.36557096995728,0
00525,224.90898553807642,0
00526,242.09930312223287,0
00527,173.33165869860738,0
00528,156.8389240935661,0
00529,226.7461954203427,0
00530,210.35140578216308,0
00531,185.34037274688842,0
00532,201.18650745910378,0
00533,205.16621203289236,0
00534,188.26370657150795,0
00535,226.04260185755,0
00536,207.6988546671313,0
00537,210.01766027603006,0
00538,193.3311110407677,1
00539,188.04822664756287,0
00540,230.30028627043777,0
00541,216.60838420862163,0
00542,205.01882635859792,0
00543,191.00752406299372,0
00544,177.63715130192594,0
00545,167.20058833521387,0
00546,203.56254401256646,0
00547,191.82782164146775,0
00548,209.14490673141282,0
00549,200.51000950479835,0
00550,208.21176375102425,0
00551,195.00283727555555,0
00552,190.06013677322576,0
00553,191.51556877481286,0
00554,173.98977831457054,0
00555,188.20623691479324,0
00556,165.71996488148292,0
00557,257.3510310213828,0
00558,207.0752381510459,0
00559,168.46257956209902,0
00560,183.79687113712714,0
00561,199.23533407712912,0
00562,207.91711107743612,0
00563,172.3165749199424,0
00564,195.50023145934225,0
00565,216.42250568284052,0
00566,193.38625390734788,0
00567,204.65574595287498,0
00568,164.7699168222295,0
00569,166.01223062396124,0
00570,203.39778286643596,0
00571,177.16488234263397,0
00572,202.78176892213688,0
00573,156.2860570109704,0
00574,214.15229963478293,0
00575,215.9656678483593,0
00576,198.40083912911285,0
00577,182.88090225657646,0
00578,218.61697606392903,0
00579,189.2133990576449,0
00580,207.38634540307973,0
00581,220.8193004367455,0
00582,196.74534233589597,0
00583,191.5373954486133,0
00584,204.482686236678,0
00585,215.47811158398076,0
00586,224.07786230696797,0
00587,221.42041981205907,0
00588,191.910106088079,0
00589,212.6035781350137,0
00590,166.2903277035766,0
00591,194.46538264145573,0
00592,210.18832817274333,0
00593,218.63714652013564,0
00594,180.0016691705264,0
00595,206.70824686612275,0
00596,198.49289199665603,0
00597,147.1396009616199,0
00598,180.14063987425152,0
00599,197.12758311778828,0
00600,213.51102763583893,0
00601,188.5781992885443,0
00602,210.88667116803595,0
00603,237.64455136773475,0
00604,238.2246138014147,0
00605,213.4261560369881,0
00606,207.4634422842685,0
00607,195.54005013347268,0
00608,233.86882285280663,0
00609,191.16269291950277,0
00610,173.66746997873804,0
00611,203.2694217072964,0
00612,209.90213142358073,0
00613,188.5735138951412,0
00614,209.84054856880854,0
00615,227.85960149701478,0
00616,202.79288900862147,0
00617,212.7600850970762,0
00618,190.6076555640042,0
00619,225.00435412925225,0
00620,227.25246305320115,0
00621,219.19118745878816,0
00622,205.32118587130176,0
00623,157.14763397763576,0
00624,194.0944629242267,0
00625,216.65602875200796,0
00626,230.7998339084438,0
00627,143.435959249638,0
00628,172.51603342131708,0
00629,224.22697562821347,0
00630,213.7565211760479,0
00631,218.71273197571014,0
00632,227.43148182808827,0
00633,214.23621586903684,0
00634,204.1427641519276,0
00635,197.3528801684611,0
00636,193.06845940399853,0
00637,203.24820488732297,0
00638,207.21663555498316,0
00639,243.9961238265852,0
00640,205.8702541821788,0
00641,186.85655212636254,0
00642,242.7988324118044,0
00643,194.9107361662741,0
00644,221.37646726479477,0
00645,191.14213725811734,0
00646,189.59599773151578,0
00647,223.36912454134708,0
00648,209.24628425555278,0
00649,207.572352613768,0
00650,219.19010442084237,0
00651,206.7090384730894,0
00652,194.25055000521317,0
00653,207.31100148722712,0
00654,198.640404398159,0
00655,227.81085782858045,0
00656,143.4873604933882,0
00657,201.2723226060366,0
00658,198.73939565677495,0
00659,203.3093613243973,0
00660,240.41601342006533,0
00661,161.79471208169838,0
00662,224.91968510448592,0
00663,221.2181761635705,0
00664,177.49327071788915,0
00665,191.71885939744817,0
00666,210.80396205360674,0
00667,195.15251766531915,1
00668,206.02101890014114,0
00669,172.68465000351316,0
00670,185.97137019973997,0
00671,193.25226065322914,0
00672,162.8367080399774,0
00673,226.52812795283734,0
00674,196.7155145878529,0
00675,215.63372920423828,0
00676,202.82612899728352,0
00677,163.70471706265823,0
00678,172.67001812034138,0
00679,184.12249033928853,0
00680,205.91231530724903,0
00681,242.2910515898184,0
00682,185.36648732755688,0
00683,188.12087298160841,0
00684,191.8255568470813,0
00685,178.30373122227533,0
00686,205.02684142797335,0
00687,200.4723411928094,0
00688,205.8621901347251,0
00689,179.68131814361502,0
00690,181.22696459874135,0
00691,205.75429371604704,0
00692,217.62485164295114,0
00693,224.90247251934932,0
00694,180.30693002570797,0
00695,160.77512366860202,0
00696,178.36084817180176,0
00697,203.6988298836539,0
00698,173.6230947592059,0
00699,207.8350719676228,0
00700,169.4393090930967,0
00701,211.38120577635155,0
00702,222.1401687342352,0
00703,224.2773067128319,0
00704,228.7364478058352,0
00705,204.8763930163904,0
00706,191.61349223518067,0
00707,216.52358721989393,0
00708,207.19001724615245,0
00709,150.113481543165,0
00710,227.06723411732168,0
00711,204.94639846499362,0
00712,203.60677579274716,0
00713,205.86987392530435,0
00714,176.28432884986557,0
00715,142.0067662704617,0
00716,194.209178606604,0
00717,209.03981394263798,0
00718,212.57809250800415,0
00719,204.06926049843312,0
00720,233.4112408093969,0
00721,195.87602768357834,0
00722,183.95491515804173,0
00723,185.9432319596006,0
00724,227.03895126997614,0
00725,200.41136793025115,0
00726,179.8540771770848,0
00727,185.52108898039535,0
00728,205.75612101035108,0
00729,198.64692134565587,0
00730,193.19513394852157,0
00731,202.55473712142634,0
00732,193.54380562577416,0
00733,194.9762467826141,0
00734,188.26298405767164,0
00735,227.23757747302946,0
00736,189.28587689988456,0
00737,196.0584035548267,0
00738,228.19158698718485,0
00739,211.19774250756757,0
00740,216.18503908994145,0
00741,222.8783147534499,0
00742,197.41306659117322,0
00743,195.92293108806066,0
00744,210.22545646895742,0
00745,213.45167566773347,0
00746,169.82171315758202,0
00747,222.28201302810604,0
00748,177.7105739281155,0
00749,206.5529215980979,0
00750,168.79958949235555,0
00751,195.88578029806595,0
00752,213.8354083197129,0
00753,184.82372705793722,0
00754,218.16964318177256,0
00755,175.68307122756912,0
00756,164.37669410173135,0
00757,212.02731856917183,0
00758,204.1071517170824,0
00759,215.08401881938437,0
00760,214.9170919041458,0
00761,203.86693333861362,0
00762,189.5764764730632,0
00763,198.185663734858,0
00764,205.56107705324453,0
00765,197.02527334515204,0
00766,209.11285514816177,0
00767,230.61532237917152,0
00768,240.91056626221072,0
00769,251.03967321778043,0
00770,181.9777142736487,0
00771,218.10498650729656,0
00772,215.53867613465658,0
00773,209.24726699525618,0
00774,217.50358661955838,0
00775,213.76931452118788,0
00776,177.5453199638278,0
00777,214.55665144126294,0
00778,232.29263388421515,0
00779,230.53404069753856,0
00780,176.78642543761075,0
00781,176.4564888409537,0
00782,228.45225971728917,0
00783,168.1551850079277,0
00784,189.74596944029608,0
00785,201.17934837898846,0
00786,205.192809270823,0
00787,194.10394004366543,0
00788,213.6210542075079,0
00789,165.1213352966824,0
00790,209.37613562189216,0
00791,198.302549364048,0
00792,214.24792060153908,1
00793,209.54365242027745,0
00794,191.50855842400298,0
00795,202.04547762165146,0
00796,223.84832045923196,0
00797,186.3225774560864,0
00798,175.75927135920654,0
00799,223.63859367541932,0
00800,167.4668950197916,0
00801,241.66957983970434,0
00802,202.73353246893743,0
00803,212.1926567148309,0
00804,192.49107018715807,0
00805,204.56884713276133,0
00806,201.30906312588863,0
00807,193.3688076960701,0
00808,199.3342014466779,0
00809,217.7836823878768,0
00810,199.10252756942631,0
00811,198.46489206475343,0
00812,219.55321742202653,0
00813,220.35861554367287,0
00814,206.96481147585467,0
00815,186.16012700954252,0
00816,171.9055206662477,0
00817,213.3278385909096,0
00818,178.86591690550563,0
00819,219.2331481499872,0
00820,169.72469743666994,0
00821,206.06477572340958,0
00822,199.47013100556435,0
00823,203.73750577478648,0
00824,199.8678069934178,0
00825,179.7408746743903,0
00826,184.71696935181197,0
00827,199.3541010433079,0
00828,219.57039397344863,0
00829,177.96268615225517,0
00830,179.99608145353153,0
00831,234.85155143433389,0
00832,209.5906734789125,0
00833,208.90267010561996,0
00834,193.9993869830736,0
00835,275.02075430101775,0
00836,250.05874423964573,0
00837,176.89304049966873,0
00838,179.24017777287838,0
00839,190.714769634541,0
00840,222.99795699502576,0
00841,232.40133763170257,0
00842,235.64266752335976,0
00843,190.11344156921123,0
00844,213.29878083439843,0
00845,195.25281935274722,0
00846,185.67192591596913,0
00847,197.3017981681972,0
00848,210.67446477261038,0
00849,209.71227736128097,0
00850,222.07014158116667,0
00851,162.69295659644484,0
00852,227.4282419488457,0
00853,201.50262437886278,0
00854,211.95511178671123,0
00855,199.89419241288184,0
00856,217.3950700233378,0
00857,196.5660441036789,0
00858,179.1132368237845,0
00859,228.62526827715297,0
00860,218.62485564714754,0
00861,196.65487954158323,0
00862,154.20839250492008,0
00863,211.35068396128486,0
00864,210.65076830564942,0
00865,227.390408689694,0
00866,185.98283043789667,1
00867,187.7848948489156,0
00868,213.1867935130537,0
00869,178.469114555596,0
00870,194.03498036357732,0
00871,207.06699522847157,0
00872,199.7414823556892,0
00873,195.5715890152979,0
00874,181.10999352523893,0
00875,215.03969512795254,0
00876,184.4201314064768,0
00877,193.8925243017272,0
00878,192.4132437729646,0
00879,153.67625929236755,0
00880,187.81799529251822,0
00881,227.66261340414204,0
00882,202.1439073651949,0
00883,189.77882106616073,0
00884,215.3700589812078,0
00885,202.07161758802656,0
00886,207.88209555759477,0
00887,194.77026396750819,0
00888,206.4644068588981,0
00889,212.19159041470226,0
00890,219.75555915877638,0
00891,216.4889029628397,0
00892,210.92924695309702,0
00893,184.42918690480568,0
00894,236.00959892394164,0
00895,194.41210156887252,0
00896,202.21513582643564,0
00897,204.4472330701845,0
00898,184.8278105939891,0
00899,191.5374817806015,0
00900,170.3037286292094,0
00901,208.27310834909352,0
00902,191.44768005045367,0
00903,210.1400687432012,0
00904,233.74622471577803,0
00905,178.12205721950883,0
00906,239.66416836711514,0
00907,188.6127095315332,1
00908,174.778374070106,0
00909,243.04165270107666,0
00910,203.18310109301586,0
00911,206.50353976807867,0
00912,189.41808441843273,0
00913,197.876557873153,0
00914,203.99360073403193,0
00915,209.43720119486554,0
00916,207.56561543644193,0
00917,187.50960970460696,0
00918,178.63519293830703,0
00919,173.830156254058,0
00920,212.99240349917906,0
00921,197.78349047397145,0
00922,224.27610452083943,0
00923,177.18995854788494,0
00924,193.24973987017353,0
00925,246.03137783077065,0
00926,199.55044069919043,0
00927,219.37821342590536,0
00928,220.00896627969777,0
00929,181.87352952461015,0
00930,178.90282351478945,0
00931,183.57225206563845,0
00932,198.0001335243559,0
00933,169.73033752152207,0
00934,231.16781401453883,0
00935,233.83071704499343,0
00936,197.71124406453208,0
00937,209.1688184164881,0
00938,203.50800599329838,0
00939,181.5993894124755,0
00940,199.73421096118975,0
00941,210.32534995588512,0
00942,175.47641259231267,0
00943,223.77758467642175,0
00944,184.86652569653413,0
00945,217.04023148581504,0
00946,192.23802755434136,0
00947,214.00694761245475,0
00948,183.92039571228074,0
00949,223.82200491903393,0
00950,198.03388771228245,0
00951,194.93034911362818,0
00952,172.6570375238125,0
00953,181.29772402944698,0
00954,174.21945464503005,0
00955,219.13243059125966,0
00956,176.8951262409072,0
00957,160.70570916780537,0
00958,168.4053761370289,0
00959,196.96505037983889,0
00960,195.52522981742516,0
00961,166.95777128713888,0
00962,170.06067212554453,0
00963,194.75129963687831,0
00964,175.78998528167938,0
00965,183.60504825811944,0
00966,233.291768519131,0
00967,152.29798799465433,0
00968,191.82131356162608,0
00969,219.66549338401842,0
00970,228.93251563407088,0
00971,197.32728925205984,0
00972,236.56382277646253,0
00973,241.7339877087031,0
00974,171.97261829543731,0
00975,216.94099251509624,0
00976,235.88473337694006,0
00977,190.95767307266897,0
00978,210.42244485905744,0
00979,190.46852919386427,0
00980,207.83417506529378,0
00981,170.67856706288276,1
00982,227.93267589051865,0
00983,200.75139623421322,0
00984,170.8550405744953,0
00985,223.45802946475064,0
00986,164.1884008435228,0
00987,235.19008254754434,0
00988,193.71390089996018,0
00989,209.97893741300072,0
00990,198.4829001315759,1
00991,164.24419323792665,0
00992,222.91673816147363,0
00993,196.43697131689032,0
00994,203.31117579799218,0
00995,230.96969802786765,0
00996,219.84639805314185,0
00997,187.54646238668943,0
00998,220.31354995431258,0
00999,183.02498539133524,0
01000,190.62447246658627,1
01001,223.63306771032774,0
01002,198.82998602139043,0
01003,179.76868687588043,0
01004,190.58170049753116,0
01005,219.0058106631641,0
01006,206.3516660847312,0
01007,158.60876417632824,0
01008,174.47329563919035,0
01009,196.3323855568372,1
01010,178.7038685461342,0
01011,211.8190247162068,0
01012,160.86332025557763,0
01013,230.76583227744678,0
01014,163.71530322137554,0
01015,198.85032095596355,0
01016,202.70170194262187,0
01017,181.80601772413763,0
01018,215.08693004835186,1
01019,249.17531417632154,0
01020,249.3135380980204,0
01021,202.53172182356877,0
01022,202.24024494807492,0
01023,209.89112382417557,0
01024,204.7412617382666,0
01025,172.27997324258348,0
01026,192.735768274742,0
01027,241.86398804058854,0
01028,185.35649989587097,0
01029,185.73200239577127,0
01030,198.48494933525336,0
01031,225.5130506680456,0
01032,200.46472242922525,0
01033,202.09368841110614,0
01034,200.83127813424267,0
01035,190.2291349862454,0
01036,214.3393801734466,0
01037,226.89744284974572,0
01038,153.00234649806384,0
01039,203.49016871923047,0
01040,228.79405844609698,0
01041,168.12449333844978,0
01042,196.65496686553416,0
01043,182.45518550759735,0
01044,236.3357883039955,0
01045,203.60863952233416,0
01046,202.17251489044193,0
01047,180.54202227775738,0
01048,193.42873988032778,0
01049,171.44658763837924,0
01050,198.8730709879812,0
01051,240.5505351678481,0
01052,219.83104059833994,0
01053,202.7410200052057,0
01054,163.35771812114456,0
01055,231.3057364591922,0
01056,182.93366886189318,0
01057,179.85673414175682,0
01058,208.27984759778784,0
01059,203.43470033483027,0
01060,233.73490865718554,0
01061,198.34693142499043,0
01062,163.36820008595598,0
01063,203.72255578594292,0
01064,178.6186936205425,0
01065,219.5863547682896,0
01066,242.86911570252178,0
01067,187.55618040615428,0
01068,192.1148372647159,0
01069,173.56174093812365,0
01070,198.02061806928512,0
01071,178.45963621620766,0
01072,183.97034566630649,0
01073,208.63777468026976,0
01074,191.10858069393817,1
01075,213.65314831266608,0
01076,197.75757511925679,0
01077,178.0512559192121,0
